offset,size,shannon_entropy,chi_square,serial_correlation,compression_ratio,mean_byte,std_byte,null_ratio,zscore_score,zscore_anomaly,anomaly_score,is_anomalous
0,4096,6.077193789213314,124813.0,0.5151746869087219,0.63037109375,83.6279296875,85.35794830322266,0.347900390625,100,True,100,True
4096,4096,7.895942718422729,679.25,0.04893481731414795,0.9853515625,127.70654296875,77.7708511352539,0.016845703125,17.320723705643793,False,17.320723705643793,False
8192,4096,7.949049667047044,286.875,-0.016984589397907257,1.002685546875,132.288818359375,73.32876586914062,0.0029296875,4.177838308552742,False,4.177838308552742,False
12288,4096,7.943079449193385,312.0,0.0029265794437378645,1.002685546875,131.916259765625,72.88516998291016,0.001953125,5.242456978956809,False,5.242456978956809,False
16384,4096,7.95246203042935,271.5,-0.012814825400710106,1.002685546875,130.740478515625,73.9100341796875,0.001708984375,4.528929643556073,False,4.528929643556073,False
20480,4096,7.940677906382574,326.875,0.02280452288687229,1.002685546875,129.853515625,73.74923706054688,0.00341796875,4.170970051363253,False,4.170970051363253,False
24576,4096,7.951231943372324,277.375,-0.013310023583471775,1.002685546875,130.72314453125,73.8516616821289,0.002685546875,4.242093898412506,False,4.242093898412506,False
28672,4096,7.9485515085360685,290.5,-0.014385925605893135,1.002685546875,128.900634765625,72.81706237792969,0.00244140625,3.617073651003513,False,3.617073651003513,False
32768,4096,7.948246944874617,284.625,-0.008649679832160473,1.002685546875,128.475341796875,73.4349365234375,0.006103515625,4.801142799986954,False,4.801142799986954,False
36864,4096,7.95193487546524,273.875,-0.011858026497066021,1.002685546875,128.325439453125,74.73847198486328,0.0068359375,4.6537467946851905,False,4.6537467946851905,False
40960,4096,7.951183021036635,269.625,0.00847894698381424,1.002685546875,129.0849609375,74.19561767578125,0.004150390625,5.273720936029881,False,5.273720936029881,False
45056,4096,7.956240037258593,251.875,-0.012812039814889431,1.002685546875,128.999755859375,74.0418930053711,0.00537109375,5.091767042715811,False,5.091767042715811,False
49152,4096,7.954635171486762,252.5,-0.009908976964652538,1.002685546875,129.979248046875,74.50481414794922,0.003662109375,5.483130750680429,False,5.483130750680429,False
53248,4096,7.947148526829612,295.75,-0.0046111769042909145,1.002685546875,130.86279296875,73.65641021728516,0.00244140625,5.481487990203503,False,5.481487990203503,False
57344,4096,7.942674178488576,316.75,0.015910105779767036,1.002685546875,129.494873046875,73.80525970458984,0.0029296875,3.0081914413677504,False,3.0081914413677504,False
61440,4096,7.935239642015877,368.25,-0.012896610423922539,1.002685546875,133.29541015625,73.12954711914062,0.001708984375,1.9337239511859234,False,1.9337239511859234,False
65536,4096,7.94692842087405,299.5,-0.005514089018106461,1.002685546875,131.997314453125,74.14010620117188,0.002197265625,5.252301965388664,False,5.252301965388664,False
69632,4096,7.952119668455334,267.75,-0.004699089098721743,1.002685546875,129.1171875,74.63465118408203,0.004150390625,6.20712326742105,False,6.20712326742105,False
73728,4096,7.954251103281813,256.125,-0.0002502729184925556,1.002685546875,128.953369140625,74.44296264648438,0.003662109375,7.4671505486908885,False,7.4671505486908885,False
77824,4096,7.944250061652298,319.5,0.0023600566200912,1.002685546875,128.879638671875,74.48876953125,0.003662109375,5.50893918976411,False,5.50893918976411,False
81920,4096,7.910941451006652,531.75,0.004136263858526945,1.002685546875,127.804443359375,75.64141845703125,0.011962890625,4.446088272857317,False,4.446088272857317,False
86016,4096,7.893233832094011,632.875,0.04019440710544586,1.002685546875,131.0458984375,75.28736877441406,0.00830078125,10.327813255121757,False,10.327813255121757,False
90112,4096,7.892414536742907,619.25,0.01492816861718893,1.002685546875,129.868896484375,75.7871322631836,0.011962890625,5.065136505332798,False,5.065136505332798,False
94208,4096,7.904151125656346,551.125,-0.017757780849933624,1.002685546875,129.056640625,76.39738464355469,0.010498046875,3.90286348657998,False,3.90286348657998,False
98304,4096,7.92641302462135,444.875,-0.005476922262459993,1.002685546875,129.255859375,76.12370300292969,0.01171875,2.1280382500334274,False,2.1280382500334274,False
102400,4096,7.934407381513576,372.75,-0.020417390391230583,1.002685546875,129.753662109375,73.81122589111328,0.0068359375,2.7054075371380626,False,2.7054075371380626,False
106496,4096,7.928947198559845,408.5,-0.004829556681215763,1.002685546875,129.77978515625,73.9010009765625,0.009521484375,2.6894610988784056,False,2.6894610988784056,False
110592,4096,7.9269788634943845,420.75,-0.018942318856716156,1.002685546875,129.326171875,73.97393798828125,0.00732421875,1.2684903069546198,False,1.2684903069546198,False
114688,4096,7.938176030444814,354.0,-0.024070793762803078,1.002685546875,130.1474609375,73.5789566040039,0.0068359375,4.037910418661977,False,4.037910418661977,False
118784,4096,7.93264615860141,376.75,-0.012874575331807137,1.002685546875,131.311767578125,73.77448272705078,0.007568359375,1.5625446608113154,False,1.5625446608113154,False
122880,4096,7.935416792666499,377.125,0.0028877053409814835,1.002685546875,127.953125,73.8070068359375,0.009521484375,4.058770523371687,False,4.058770523371687,False
126976,4096,7.926894172976673,424.125,-0.005546174012124538,1.002685546875,129.280029296875,74.50296783447266,0.009765625,2.2221394459466084,False,2.2221394459466084,False
131072,4096,7.92427483989035,454.0,0.005593558773398399,1.002685546875,128.09912109375,74.85100555419922,0.01123046875,2.2628591773332203,False,2.2628591773332203,False
135168,4096,7.910783476949255,515.75,0.012962976470589638,1.002685546875,124.585693359375,73.92440795898438,0.0078125,2.5669699185940416,False,2.5669699185940416,False
139264,4096,7.924008273630973,435.25,0.0010595285566523671,1.002685546875,129.3271484375,73.62265014648438,0.007080078125,3.297618253071459,False,3.297618253071459,False
143360,4096,7.931988421127537,382.5,0.019156981259584427,1.002685546875,126.86962890625,73.63116455078125,0.006591796875,2.0843506520744275,False,2.0843506520744275,False
147456,4096,7.922481686239977,443.5,0.007249992806464434,1.002685546875,131.7099609375,74.61819458007812,0.007568359375,2.1815079610204373,False,2.1815079610204373,False
151552,4096,7.93344998831406,382.875,-0.015214296989142895,1.002685546875,128.468994140625,73.87379455566406,0.009033203125,1.4510799305356334,False,1.4510799305356334,False
155648,4096,7.932346376322593,384.125,0.010324372909963131,1.002685546875,128.06640625,73.59811401367188,0.007080078125,2.0458981031316332,False,2.0458981031316332,False
159744,4096,7.912907939315307,501.625,0.026255831122398376,1.002685546875,128.419921875,75.30162048339844,0.009033203125,4.3903103565767285,False,4.3903103565767285,False
163840,4096,7.9273117834878475,417.0,0.00958867184817791,1.002685546875,129.987548828125,74.32977294921875,0.008544921875,1.4386863605022284,False,1.4386863605022284,False
167936,4096,7.930629107870762,404.875,-0.006306832190603018,1.002685546875,128.23291015625,73.83737182617188,0.01171875,2.616657765772442,False,2.616657765772442,False
172032,4096,7.931109781579965,396.625,-0.021461335942149162,1.002685546875,130.2568359375,74.838134765625,0.008544921875,2.4218980222108173,False,2.4218980222108173,False
176128,4096,7.912264152153552,501.375,0.017596755176782608,1.002685546875,127.746826171875,73.84049987792969,0.00537109375,2.6459021253297506,False,2.6459021253297506,False
180224,4096,7.932308835634421,393.5,-0.004968313965946436,1.002685546875,128.314453125,73.91890716552734,0.00927734375,3.155360418365732,False,3.155360418365732,False
184320,4096,7.9312597675346375,388.25,-0.008257514797151089,1.002685546875,127.732666015625,75.24740600585938,0.007568359375,2.324780799966755,False,2.324780799966755,False
188416,4096,7.925188418362906,446.75,-0.009346959181129932,1.002685546875,129.948486328125,75.01834106445312,0.013427734375,1.356823166603747,False,1.356823166603747,False
192512,4096,7.929481473682765,413.125,-0.02174565941095352,1.002685546875,127.63720703125,73.6263198852539,0.00927734375,2.2233836741405537,False,2.2233836741405537,False
196608,4096,7.923636941395597,448.875,-0.023654434829950333,1.002685546875,126.376220703125,74.07135009765625,0.010498046875,2.396713682280186,False,2.396713682280186,False
200704,4096,7.9303010001902825,395.0,-0.01674848422408104,1.002685546875,129.42333984375,74.70484161376953,0.00830078125,1.3158075714605273,False,1.3158075714605273,False
204800,4096,7.92716476866663,405.375,-0.024703264236450195,1.002685546875,127.785400390625,73.24939727783203,0.008056640625,2.544933355591312,False,2.544933355591312,False
208896,4096,7.948708728148854,291.25,0.00298071070574224,1.002685546875,129.798095703125,73.66622924804688,0.0087890625,6.05146813967853,False,6.05146813967853,False
212992,4096,7.942744344628219,329.0,-0.021748919039964676,1.002685546875,129.34912109375,74.78456115722656,0.009033203125,4.228877348120061,False,4.228877348120061,False
217088,4096,7.939036081458527,352.625,-0.02090342901647091,1.002685546875,128.6728515625,72.6243667602539,0.00732421875,3.4891599652247356,False,3.4891599652247356,False
221184,4096,7.9385152503224345,355.375,-0.004823562689125538,1.002685546875,129.005859375,74.12138366699219,0.007080078125,4.121628833512461,False,4.121628833512461,False
225280,4096,7.927863066846378,422.0,-0.037174396216869354,1.002685546875,130.93115234375,73.7945327758789,0.008056640625,5.2474382227457514,False,5.2474382227457514,False
229376,4096,7.9307291438160625,390.75,-0.010487079620361328,1.002685546875,132.3115234375,74.72032165527344,0.00732421875,1.7743938907310997,False,1.7743938907310997,False
233472,4096,7.9330532401407385,383.625,-0.028098586946725845,1.002685546875,128.244873046875,72.53397369384766,0.005859375,4.121972081158046,False,4.121972081158046,False
237568,4096,7.93909088601004,349.0,0.03130969777703285,1.002685546875,127.9150390625,74.5286636352539,0.0078125,5.706851807173928,False,5.706851807173928,False
241664,4096,7.9199895000257206,459.25,-0.019425809383392334,1.002685546875,128.501708984375,74.71444702148438,0.008544921875,1.9847473125119373,False,1.9847473125119373,False
245760,4096,7.922467425817466,448.5,-0.01948581077158451,1.002685546875,127.414794921875,73.99095916748047,0.010009765625,1.6767692449829905,False,1.6767692449829905,False
249856,4096,7.930037166038171,397.0,0.004768059588968754,1.002685546875,125.422119140625,73.90568542480469,0.008056640625,2.876574079946235,False,2.876574079946235,False
253952,4096,7.928719689492158,407.875,-0.030493907630443573,1.002685546875,126.743408203125,73.60491180419922,0.00634765625,3.9805337627662696,False,3.9805337627662696,False
258048,4096,7.924493866517248,430.0,-0.004180664196610451,1.002685546875,127.57763671875,73.53660583496094,0.00390625,2.5805119411263604,False,2.5805119411263604,False
262144,4096,7.936548645568296,367.25,0.02742917090654373,1.002685546875,126.4306640625,74.1930160522461,0.00927734375,4.496836993551335,False,4.496836993551335,False
266240,4096,7.927756846606115,409.75,0.01353068370372057,1.002685546875,127.259033203125,74.22049713134766,0.0078125,0.6805532287696399,False,0.6805532287696399,False
270336,4096,7.930991204625601,399.0,0.011497233994305134,1.002685546875,123.778076171875,73.42227935791016,0.0078125,1.580004041494159,False,1.580004041494159,False
274432,4096,7.934607835360485,380.25,-0.004728374071419239,1.002685546875,126.767822265625,74.06074523925781,0.009765625,3.5509518327259064,False,3.5509518327259064,False
278528,4096,7.930098410951249,404.25,-0.02545235864818096,1.002685546875,127.21826171875,73.76428985595703,0.00732421875,3.1113521970881743,False,3.1113521970881743,False
282624,4096,7.911626532697924,537.375,-0.01980138011276722,1.002685546875,128.311767578125,73.70108795166016,0.013427734375,3.2740013101003465,False,3.2740013101003465,False
286720,4096,7.931849181609148,380.5,-0.01557148341089487,1.002685546875,127.0302734375,73.7036361694336,0.00830078125,1.3102166234411963,False,1.3102166234411963,False
290816,4096,7.936177010338133,365.25,-0.0010825962526723742,1.002685546875,124.33984375,73.7490234375,0.008544921875,4.5701374387119404,False,4.5701374387119404,False
294912,4096,7.924587417611892,441.875,-0.02038847655057907,1.002685546875,126.985107421875,73.75408172607422,0.00927734375,1.5882465242255623,False,1.5882465242255623,False
299008,4096,7.935958779955112,364.25,-0.0023307211231440306,1.002685546875,128.199951171875,73.70954132080078,0.00732421875,4.277808272822748,False,4.277808272822748,False
303104,4096,7.927115592526788,422.625,-0.023632066324353218,1.002685546875,127.91796875,73.72191619873047,0.007080078125,2.2762725720090864,False,2.2762725720090864,False
307200,4096,7.916584939097456,481.75,-0.015623738057911396,1.002685546875,125.142822265625,73.28753662109375,0.0078125,1.6048098255002965,False,1.6048098255002965,False
311296,4096,7.929471605814811,402.25,0.02373465523123741,1.002685546875,127.082275390625,73.58649444580078,0.007568359375,2.6651774225931764,False,2.6651774225931764,False
315392,4096,7.928210559894829,411.125,0.005332779139280319,1.002685546875,128.681884765625,72.65841674804688,0.005859375,2.475760559434343,False,2.475760559434343,False
319488,4096,7.926586935006409,452.375,0.005214001517742872,1.002685546875,127.179443359375,73.79534912109375,0.011962890625,2.1924655771905717,False,2.1924655771905717,False
323584,4096,7.92528263589196,421.375,0.011655387468636036,1.002685546875,126.837890625,73.14928436279297,0.004638671875,0.9068226198971256,False,0.9068226198971256,False
