offset,size,shannon_entropy,chi_square,serial_correlation,compression_ratio,mean_byte,std_byte,null_ratio,zscore_score,zscore_anomaly,anomaly_score,is_anomalous
0,4096,3.5725192528599394,410688.0,0.6455720663070679,0.242919921875,45.083984375,76.35665130615234,0.627197265625,100,True,100,True
4096,4096,1.9956362558101028,506529.5,0.6710383296012878,0.0166015625,35.06396484375,72.75403594970703,0.69140625,100,True,100,True
8192,4096,1.9956362558101028,506529.5,0.6710383296012878,0.0166015625,35.06396484375,72.75403594970703,0.69140625,100,True,100,True
12288,4096,1.987037906697776,508932.0,0.6713075637817383,0.0166015625,34.830322265625,72.54873657226562,0.693115234375,100,True,100,True
16384,4096,1.9856709045299776,509563.5,0.6717356443405151,0.015869140625,34.853759765625,72.60468292236328,0.693603515625,100,True,100,True
20480,4096,1.9956362558101028,506529.5,0.6710383892059326,0.015869140625,35.06396484375,72.7540283203125,0.69140625,100,True,100,True
24576,4096,1.9956362558101028,506529.5,0.6710383296012878,0.0166015625,35.06396484375,72.7540283203125,0.69140625,100,True,100,True
28672,4096,1.988056389955517,508596.875,0.6709840297698975,0.0166015625,34.861572265625,72.56129455566406,0.69287109375,100,True,100,True
32768,4096,1.9869348982278157,509218.25,0.6713797450065613,0.016357421875,34.859619140625,72.60283660888672,0.693359375,100,True,100,True
36864,4096,1.9933553932310297,507208.25,0.6715836524963379,0.015869140625,35.02685546875,72.74344635009766,0.69189453125,100,True,100,True
40960,4096,1.9956362558101028,506529.5,0.6710383296012878,0.0166015625,35.06396484375,72.7540283203125,0.69140625,100,True,100,True
45056,4096,1.9931101308772061,507218.125,0.6719756722450256,0.016845703125,35.0595703125,72.75586700439453,0.69189453125,100,True,100,True
49152,4096,1.9852854474924961,509583.0,0.6712749600410461,0.016357421875,34.729248046875,72.44019317626953,0.693603515625,100,True,100,True
53248,4096,5.300284117186712,172583.375,0.5477162003517151,0.442138671875,72.856689453125,86.84423065185547,0.405029296875,100,True,100,True
57344,4096,7.834828834967556,982.125,-0.020407659932971,0.999267578125,125.5849609375,78.65345764160156,0.002197265625,3.6086167961295077,False,3.6086167961295077,False
61440,4096,7.850811219547222,900.625,0.00027838823734782636,1.002685546875,125.043701171875,72.92831420898438,0.00244140625,5.022518745718956,False,5.022518745718956,False
